2107,南平市,135,1,0,0
2108,建瓯市,2107,1,1,1
2109,宁德市,135,1,0,0
2110,福鼎市,2109,1,1,1
2111,福清市,2101,1,1,1
2112,石狮市,2104,1,1,1
2113,龙岩市,135,1,0,0
2114,武夷山市,2107,1,1,1
2115,晋江市,2104,1,1,1
2116,连江县,2101,1,1,1
2117,泰宁县,2102,1,1,1
2118,南靖县,2106,1,1,1
2119,平和县,2106,1,1,1
2120,长乐市,2101,1,1,1
2121,罗源县,2101,1,1,1
2122,闽侯县,2101,1,1,1
2123,闽清县,2101,1,1,1
2124,永泰县,2101,1,1,1
2125,平潭县,2101,1,1,1
2126,永安市,2102,1,1,1
2127,沙县,2102,1,1,1
2128,大田县,2102,1,1,1
2129,尤溪县,2102,1,1,1
2130,清流县,2102,1,1,1
2131,宁化县,2102,1,1,1
2132,建宁县,2102,1,1,1
2133,将乐县,2102,1,1,1
2134,明溪县,2102,1,1,1
2135,漳平市,2113,1,1,1
2136,上杭县,2113,1,1,1
2137,长汀县,2113,1,1,1
2138,连城县,2113,1,1,1
2201,南宁市,145,1,0,0
2202,桂林市,145,1,0,0
2203,柳州市,145,1,0,0
2204,梧州市,145,1,0,0
2205,钦州市,145,1,0,0
2206,北海市,145,1,0,0
2207,玉林市,145,1,0,0
2301,海口市,146,1,0,0
2302,三亚市,146,1,0,0
2303,文昌市,146,1,0,0
2304,琼海市,146,1,0,0
2305,万宁市,146,1,0,0
2401,昆明市,153,1,0,0
2402,曲靖市,153,1,0,0
2403,玉溪市,153,1,0,0
2404,保山市,153,1,0,0
2405,丽江市,153,1,0,0
2501,贵阳市,152,1,0,0
2502,六盘水市,152,1,0,0
2503,遵义市,152,1,0,0
2504,安顺市,152,1,0,0
2505,毕节地区,152,1,0,0
2506,毕节市,2505,1,0,0
2601,乌鲁木齐市,165,1,0,0
2602,喀什地区,165,1,0,0
2603,阿克苏地区,165,1,0,0
2604,和田地区,165,1,0,0
2605,昌吉回族自治州,165,1,0,0
2606,库尔勒市,16509,1,0,0
2607,阿克苏市,2603,1,0,0
2608,和田市,2604,1,0,0
2609,哈密市,16504,1,0,0
2610,昌吉市,2605,1,0,0
2611,喀什市,2602,1,0,0
2612,石河子市,165,1,0,0
2613,克拉玛依市,165,1,0,0
2614,吐鲁番市,16503,1,0,0
2615,奎屯市,16512,1,0,0
2617,阿勒泰市,16514,1,0,0
2618,博乐市,16511,1,0,0
2619,伊宁市,16512,1,0,0
2620,塔城市,16513,1,0,0
2701,兰州市,162,1,0,0
2702,嘉峪关市,162,1,0,0
2703,金昌市,162,1,0,0
2704,天水市,162,1,0,0
2706,酒泉市,162,1,0,0
2801,银川市,164,1,0,0
2802,石嘴山市,164,1,0,0
2803,吴忠市,164,1,0,0
2804,固原市,164,1,0,0
